#Environment  Ancestor	Mutation	Marked_genotype	fit	scaledfit
0	0	0	0	1.01097786729607	1.0197101467796
0	0	0	0	0.982498845561391	0.990985138673455
0	0	0	0	0.99312700957979	1.00170510301865
0	0	0	0	0.979142310350186	0.987599611528293
0	1	0	0	0.931214144818733	1.02127298810485
0	1	0	0	0.87999462619489	0.965099968047848
0	1	0	0	0.935611948201685	1.02609610835811
0	1	0	0	0.900447565229446	0.987530935489191
0	2	0	0	0.910585123834568	1.00517862013413
0	2	0	0	0.920393867017851	1.01600631617281
0	2	0	0	0.908157900573166	1.00249925181941
0	2	0	0	0.884438483518469	0.976315811873652
0	3	0	0	0.90509542340073	0.979317902760684
0	3	0	0	0.909594454928462	0.984185878010894
0	3	0	0	0.968396841616803	1.04781036281116
0	3	0	0	0.913753380083945	0.988685856417263
0	4	0	0	1.28237036264349	1.00600685975863
0	4	0	0	1.27201543207137	0.997883519192336
0	4	0	0	1.27286607412333	0.998550839464544
0	4	0	0	1.27160148471117	0.997558781584488
0	5	0	0	1.07878700242325	1.02495182023878
0	5	0	0	1.01214492241668	0.961635409256998
0	5	0	0	1.07275408372124	1.01921996493176
0	5	0	0	1.046412382881	0.994192805572462
0	0	1	0	0.929645219811144	0.937674991918448
0	0	1	0	0.891506778956183	0.899207131859185
0	0	1	0	0.91948623259492	0.927428256870633
0	0	1	0	0.900020322436902	0.907794210719336
0	0	2	0	0.894481977880165	0.902208028940727
0	0	2	0	0.900555233934447	0.9083337424928
0	0	2	0	0.872812357363402	0.880351237973674
0	0	2	0	0.804981143554639	0.811934134863231
0	0	3	0	0.991954518541492	1.00052248463754
0	0	3	0	0.988274659432909	0.996810840898223
0	0	3	0	0.985048286301663	0.993556600102598
0	0	3	0	0.993014031919866	1.00159114951887
0	0	4	0	0.919279115520282	0.927219350830835
0	0	4	0	0.900645186553791	0.908424472074171
0	0	4	0	0.902898474924988	0.910697223130408
0	0	4	0	0.88569036992992	0.893340483840704
0	0	5	0	0.798910728754294	0.805811287106307
0	0	5	0	0.79183318575361	0.7986726121209
0	0	5	0	0.792395916721576	0.79924020365431
0	0	5	0	0.79244335533533	0.799288052017127
0	0	6	0	0.984133545219439	0.992633957982138
0	0	6	0	0.96817817518961	0.976540774104083
0	0	6	0	0.958383440076725	0.966661437372073
0	0	6	0	0.950961472096984	0.959175362451109
